product_category,department,center_id,total_units,sold_units,unsold_units,frozen_capital,holding_cost_to_cutoff,avg_holding_days_unsold,aged_180_units,aged_365_units,aged_180_cost,aged_365_cost,sell_through_pct,dc_name,category_revenue,category_gross_profit,gross_margin_pct,status_leakage_value,category_quadrant,category_revenue_share_pct,category_cumulative_revenue_share_pct,abc_class,inventory_action
Jumpsuits & Rompers,Women,4,235,85,150,7196.891603082689,2991.2562453724404,682.7191780821918,122,104,5307.7035240187115,4930.510334476506,36.2,Los Angeles CA,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Socks & Hosiery,Women,3,1106,404,702,5931.822619890325,2990.0651791864707,716.5862068965517,614,514,5258.389572056023,4551.092693076243,36.5,Houston TX,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Leggings,Women,7,1015,363,652,5944.780256349192,3051.806036065973,754.0217391304348,567,491,5190.976183062357,4481.573709623832,35.8,Philadelphia PA,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Jumpsuits & Rompers,Women,5,198,65,133,6222.083679374097,3270.052142338835,768.0387596899225,109,95,5152.424862520367,4595.361284805266,32.8,New Orleans LA,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Socks & Hosiery,Women,4,1326,471,855,5816.177264865674,2971.819701921274,759.9393579072532,746,654,5086.228692258712,4462.450209560529,35.5,Los Angeles CA,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Sleep & Lounge,Men,9,448,165,283,5934.177974568772,3006.6060274686783,753.0322580645161,239,211,5076.629950754304,4472.2832201915335,36.8,Charleston SC,276096.6707119942,142188.54965713344,51.5,220073.32058119774,Star,4.992381182282991,54.62648916832425,A,Monitor
Skirts,Women,4,415,153,262,5575.876566499162,2776.930845574704,724.4728682170543,232,191,4961.6316009267775,4094.8826499798492,36.9,Los Angeles CA,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Socks & Hosiery,Women,1,1161,416,745,5704.310086695475,2824.7435045726093,738.0191518467852,643,553,4926.582361917934,4222.027646774761,35.8,Memphis TN,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Active,Women,10,631,233,398,5540.384819308285,2858.942272117663,747.1316455696202,349,305,4894.842366731038,4231.384453704042,36.9,Savannah GA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Pants & Capris,Women,6,461,171,290,5455.851577358381,2921.3722984363862,768.0902777777778,257,222,4859.149667100689,4293.56609839835,37.1,Port Authority of New York/New Jersey NY/NJ,96404.74045562744,45649.84707878008,47.4,78036.77029800415,Dog,1.7431909298015382,93.35269755541356,B,Monitor
Leggings,Women,6,404,150,254,5186.412519445905,2543.338100841311,717.4268774703557,225,188,4748.36920289154,3847.516315257584,37.1,Port Authority of New York/New Jersey NY/NJ,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Active,Men,8,490,176,314,5523.0710191422995,2652.6877899773826,718.9774193548387,270,233,4740.189352913844,4141.693116817797,35.9,Mobile AL,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
Outerwear & Coats,Women,10,105,39,66,5495.913350440858,2945.0118733664726,771.9538461538461,57,51,4718.890277089228,4153.282278282245,37.1,Savannah GA,673785.8696479797,374046.3253572929,55.5,528526.8398113251,Star,12.183398980669509,12.183398980669509,A,Monitor
Leggings,Women,3,366,132,234,5606.702734563487,2918.544521182341,760.0442477876106,197,173,4657.493369339423,4137.2830454086015,36.1,Houston TX,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Accessories,Women,10,689,257,432,5458.137893223622,2664.4041716025504,728.4742990654206,374,315,4642.06568542431,3918.1834902325068,37.3,Savannah GA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Underwear,Men,4,629,229,400,5236.781419044647,2614.8450286414068,739.351282051282,342,295,4490.142988560934,3898.8414280316606,36.4,Los Angeles CA,106327.60012149811,56382.6766645938,53.0,82975.33014774323,Problem Child,1.9226161207775032,91.60950662561201,B,Monitor
Leggings,Women,8,306,108,198,4990.530575510856,2485.3098128761817,720.1709844559585,175,154,4479.739544065541,3966.4602921696833,35.3,Mobile AL,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Plus,Women,10,605,212,393,5072.410296251594,2533.2619187731157,776.7674418604652,348,309,4443.7567409176245,3859.0758423239513,35.0,Savannah GA,86355.54025483131,43132.80789667264,49.9,67264.9401115179,Dog,1.5614812487319594,94.91417880414552,B,Monitor
Leggings,Women,9,1025,367,658,5346.249170123916,2509.470759883872,721.306625577812,553,475,4310.894758050825,3828.027507812071,35.8,Charleston SC,43147.80995130539,17257.552431487587,40.0,34384.83995056152,Dog,0.7801988843332401,98.91160383849436,C,Monitor
Accessories,Women,6,718,260,458,4709.414815607987,2447.3981734821914,752.3333333333334,400,347,4136.809709809194,3628.8018043246675,36.2,Port Authority of New York/New Jersey NY/NJ,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Accessories,Women,5,816,291,525,4710.106626562649,2430.3170143948464,739.793499043977,447,394,4011.0910578603666,3522.050676774259,35.7,New Orleans LA,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Socks & Hosiery,Women,6,912,342,570,4090.2056753098022,2132.848648837164,760.3825622775801,505,435,3640.567438621559,3161.5151913099216,37.5,Port Authority of New York/New Jersey NY/NJ,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Sweaters,Women,4,231,84,147,4151.122108310842,2168.722203698739,740.4551724137931,125,111,3639.6599150412676,3126.5765215829438,36.4,Los Angeles CA,432843.970164299,224468.89728997124,51.9,347799.5300254822,Star,7.826686522297975,31.729833347557545,A,Monitor
Jumpsuits & Rompers,Women,8,223,82,141,4003.928319789137,2093.6856100062096,752.2482269503546,126,109,3509.0125620234116,3094.1999563717504,36.8,Mobile AL,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Skirts,Women,10,362,134,228,4041.518749611906,2065.441519580194,742.03125,188,165,3400.1382538367498,3040.5978237134864,37.0,Savannah GA,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Swim,Women,10,364,141,223,3546.1959606665696,1856.2160698029977,769.527027027027,207,167,3271.5827457360047,2629.0429857540676,38.7,Savannah GA,326056.0803012848,159365.4344071027,48.9,274109.7404088974,Cash Cow,5.8957474404430465,49.63410798604126,A,Monitor
Jumpsuits & Rompers,Women,3,147,57,90,3743.037236731363,1840.0675246630965,700.7222222222222,77,62,3176.515413672202,2631.9133843491054,38.8,Houston TX,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Socks & Hosiery,Women,8,830,293,537,3574.9997568835183,1878.3858995306055,763.3536121673004,464,404,3110.8958507061275,2755.44568357264,35.3,Mobile AL,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Clothing Sets,Women,1,69,26,43,3376.015147238724,1655.9627769306394,769.6279069767442,40,33,3054.0701487685888,2438.8490638419016,37.7,Memphis TN,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Active,Women,5,318,115,203,3280.442120716674,1687.6003007709883,749.4702970297029,176,153,2850.8457199585473,2475.3903994758384,36.2,New Orleans LA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Monitor
Active,Men,5,242,85,157,3150.655872731095,1563.333975431405,734.5290322580645,135,118,2738.8702410116293,2442.4118672475315,35.1,New Orleans LA,238016.34014725685,138463.49740212064,58.2,194656.21015286446,Star,4.303812481920711,72.39447959849541,A,Rebalance allocation by DC
Clothing Sets,Women,9,114,42,72,3145.282687007878,1531.8442972964403,711.0289855072464,61,50,2647.4511119737735,2274.9976584224783,36.8,Charleston SC,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Socks & Hosiery,Women,5,858,310,548,2860.313664233446,1407.2048061284793,739.4510166358596,482,411,2539.4635691694393,2154.1359428730957,36.1,New Orleans LA,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Maternity,Women,10,169,58,111,2957.7626950687945,1372.9457736840247,706.7641509433962,91,74,2537.721645804249,2021.63489784053,34.3,Savannah GA,134124.16964530945,74887.34809404462,55.8,113211.47972154617,Problem Child,2.425233809954398,89.68689050483451,B,Monitor
Accessories,Men,9,333,125,208,2930.8488866090324,1523.0322328880347,729.0338164251208,177,153,2483.871502130424,2216.083162534436,37.5,Charleston SC,214661.27991735935,128532.66199487017,59.9,174792.2998701334,Problem Child,3.8815061828184922,84.59232214190004,B,Monitor
Socks & Hosiery,Women,7,765,275,490,2720.2860881930137,1347.2546660437688,724.5205761316872,430,358,2407.6240015351636,2005.5226156253943,35.9,Philadelphia PA,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Jumpsuits & Rompers,Women,2,105,32,73,2525.516544469837,1388.0723943290645,735.6666666666666,61,53,2256.952234665042,2152.293403627937,30.5,Chicago IL,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Jumpsuits & Rompers,Women,10,49,17,32,2417.4866998859275,1178.979833047197,712.5,27,23,2082.4093106382043,1789.493124573069,34.7,Savannah GA,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Skirts,Women,6,153,54,99,2349.3134652523277,1168.0462359710343,711.3917525773196,86,73,2081.5306366945865,1723.4063470507074,35.3,Port Authority of New York/New Jersey NY/NJ,57085.270092487335,34356.13413340037,60.2,48672.100103378296,Problem Child,1.032216098297542,98.13140495416111,C,Monitor
Clothing Sets,Women,3,82,29,53,2283.773282970669,1131.2988582424928,719.4528301886793,47,43,2036.4531553893455,1877.464818789098,35.4,Houston TX,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Jumpsuits & Rompers,Women,1,113,42,71,2082.4619785790787,1137.253113844889,789.8169014084507,65,57,1884.9585790652545,1704.5532851499652,37.2,Memphis TN,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Socks,Men,9,440,160,280,2008.4941402398701,992.9478035387743,753.9672727272728,239,214,1670.7293048848726,1520.0573060881497,36.4,Charleston SC,62907.29004049301,24929.228440416333,39.6,56201.64003133774,Dog,1.1374898879319675,96.05166869207748,C,Monitor
Clothing Sets,Women,2,58,18,40,1736.9130426944776,792.8317768144143,641.85,35,27,1490.4759280693913,1264.6489526836915,31.0,Chicago IL,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Socks & Hosiery,Women,10,380,140,240,1580.3451120767866,811.1717552231288,770.6837606837607,208,181,1355.280553150172,1188.6181438637436,36.8,Savannah GA,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Clothing Sets,Women,5,38,16,22,1406.1275675184743,592.6496878767563,612.1818181818181,20,18,1281.8159703015835,1157.5043730846928,42.1,New Orleans LA,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Jumpsuits & Rompers,Women,6,56,19,37,1416.7818034420357,658.6600949926251,684.5,32,25,1245.2028036572606,981.361503037516,33.9,Port Authority of New York/New Jersey NY/NJ,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Jumpsuits & Rompers,Women,7,128,49,79,1159.2748971423268,530.617253195731,691.5897435897435,70,61,1029.0607975472183,882.1209977570549,38.3,Philadelphia PA,20343.140080451965,9553.590789922666,47.0,16267.260080337524,Dog,0.3678447460604721,99.85136050010436,C,Monitor
Socks & Hosiery,Women,9,239,89,150,735.6445906389204,341.3780499490158,700.6369863013699,129,111,636.5976421096701,539.2137328787113,37.2,Charleston SC,31628.78996181488,18966.927522410577,60.0,27134.82995724678,Problem Child,0.571911915549535,99.48351575404389,C,Monitor
Clothing Sets,Women,4,27,11,16,545.9784544157958,274.5296156464837,738.625,14,13,474.38147258114157,442.4111817011627,40.7,Los Angeles CA,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Clothing Sets,Women,6,20,5,15,484.4007048236608,232.77957546357584,813.1428571428571,14,13,463.59663414379474,408.3246345387947,25.0,Port Authority of New York/New Jersey NY/NJ,8220.300004959106,3062.47518572131,37.3,8075.6199951171875,Dog,0.14863949989562775,99.99999999999999,C,Monitor
Suits,Women,6,31,12,19,236.22182781271087,137.87434212861228,852.3684210526316,19,16,236.22182781271087,198.96046816368656,38.7,Port Authority of New York/New Jersey NY/NJ,57931.64006614685,22936.87741349305,39.6,51092.350021362305,Dog,1.0475201637860925,97.09918885586357,C,Monitor
